微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,,,,,,,,,,
Iew8mkIyf,【我……他们太难了！外军在中国部队学叠豆腐块】第七届陆军国际学员周，17个国家的106名学员混编成“国际模拟连”。他们除了学射击，还要学内务叠被子！网友：隔着屏幕都感受到了绝望～ 央视军事的微博视频  ,,无,"http://f.video.weibocdn.com/000tssxilx07ygErR8oU01041200jfDZ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622351947&ssig=uZpa4OIgmP&KID=unistore,video",无,11/3/19 17:52,紫宝宝的Android,618,108,193,,,,,,,,,,
IewsfqSUm,【00后女生保研北大：同时收到5所高校的offer】徐升是@安徽大学 2016级大四学生，因曾跳级，今年才19岁。目前，她已保研北大，此外还收到中科大、浙大、人大、武大、南大的offer。徐升说选北大是因北京是令人向往的城市。网友：感觉自己仿佛是来人间凑数的19岁时你在干嘛？一手video的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/0036rlDTlx07yfAThY6I01041200k6UG0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351946&ssig=AKvO2UchNj&KID=unistore,video",无,11/3/19 18:41,紫宝宝的Android,773,92,261,,,,,,,,,,
IexdpD3lu,【年度最强BGM“钢铁洪流进行曲”歌词版MV上线】谁能忘记阅兵最强BGM？近日，武警北京总队战士男声合唱团推出了歌词版MV！一首军歌里藏着一支军队的精气神，钢甲洪流、千军列阵、战歌惊云，胜利永远属于威武的人民军队！感受热血军魂！央视新闻的微博视频  ,,无,"http://locallimit.us.sinaimg.cn/001906xFlx07ygpokOic010412014PgL0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351945&ssig=6YUVBeK0eo&KID=unistore,video",无,11/3/19 20:38,紫宝宝的Android,1123,473,180,,,,,,,,,,
IexE2fjeD,"【大学女生宿舍版舞狮：生活就得多姿多彩】近日，河南商丘工学院，大一女生小曲和室友在寝室就地取材，用被子、娃娃扮演狮子，脸盆衣服即兴伴奏，在宿舍上演""舞狮""。小曲回应，不在乎别人评论，当代大学生活就是要多姿多彩！青蕉拍客的微博视频晚安！  ",,无,"http://f.video.weibocdn.com/002A9wjLlx07yioNmKHC01041200beSZ0E010.mp4?label=mp4_hd&template=640x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351944&ssig=tBxZSSKaD7&KID=unistore,video",无,11/3/19 21:43,紫宝宝的Android,1067,166,343,,,,,,,,,,
IeBCjcOs4,【小野猪误闯玻璃栈道后秒怂：别笑，你行你上】近日，杭州淳安，一只小野猪误闯石林景区网红玻璃栈道。从奋蹄急奔到紧贴石壁，最后直接一屁股坐下，走上玻璃栈道后小猪就崩溃了…最终它被工作人员解救，送至当地林业局…钱江晚报的微博视频 早安！  ,,无,"http://f.video.weibocdn.com/0011FTCmlx07yiyY3Zz2010412003Apo0E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351943&ssig=dTpHd63at%2B&KID=unistore,video",无,11/4/19 7:50,紫宝宝的Android,1477,1411,611,,,,,,,,,,
IeCiLs7Zs,【和平年代立一等功是什么体验】海上演习，两栖战车突然失去动力，随时可能沉没。冒着五级风浪，军士长谭斌纵身跃入海中游向战车。顶着热浪与有毒废气，他紧急抢修，排除障碍后又驾驶战车抢滩上岸。战车停稳，他却陷入了昏迷…就在这一天，他的妻子分娩。致敬！央视军事的微博视频  ,,无,"http://f.video.weibocdn.com/00365e1alx07yiDEPyjK010412018r930E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622351942&ssig=Xx7SYvUT4i&KID=unistore,video",无,11/4/19 9:35,紫宝宝的Android,1322,128,159,,,,,,,,,,
IeCwedIl6,【武大靖500米短道速滑夺冠 祝贺！】据@中新体育，北京时间11月4日早，短道速滑世界杯第一站盐湖城站男子500米第二次A组决赛中，中国选手、冬奥会冠军武大靖以39秒702夺冠，这也是中国队在本站世界杯拿到的首枚金牌。祝贺武大靖！http://t.cn/AiBf3yCR  ,,无,无,无,11/4/19 10:08,紫宝宝的Android,2776,196,226,,,,,,,,,,
IeCV4CgY9,【超硬核！围观重量级基建狂魔选手：会腾云能跨海的中国大桥】他跨越湖河，架起“飞鸿”；他在浪里搭台，让碧海通途。你知道吗？单就长江干流上的各类长江大桥，就有115座。跨过高山大川，连通城镇村庄，他的名字，中国大桥！围观↓↓你的家乡有什么酷炫的桥？骄傲点赞！人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/004lyrOllx07yjyCwefm01041200mcLQ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351940&ssig=WxibSe77Qa&KID=unistore,video",无,11/4/19 11:09,紫宝宝的Android,610,130,113,,,,,,,,,,
IeDrM2wnJ,【惠台31条后，又有26条促进两岸经济文化交流措施出台】4日，国务院台办、国家发改委出台《关于进一步促进两岸经济文化交流合作的若干措施》，内含为台湾企业提供同等待遇、为台湾同胞提供同等待遇等26项内容，包括台胞可在驻外使领馆寻求领事保护，欢迎台湾运动员参加全国比赛与职业联赛等！  原图 ,,http://wx1.sinaimg.cn/large/005Y2yg1ly1g8lukq10w5j30u022htn3.jpg,无,无,11/4/19 12:29,紫宝宝的Android,1380,120,258,,,,,,,,,,
IeE7kqhaJ,【别因无知带来伤害！游客抓海鸥强行合影，路人愤怒呵斥】10月31日，一游客在昆明滇池抓住海鸥强行喂食，同伴一旁不停拍照。海鸥的叫声引起市民注意，纷纷大声呵斥制止。这群游客自称不知道不能抓海鸥，在道歉后匆匆离开。请文明出游！一手video的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/003zRLcBlx07yfnWYeXu01041200jIta0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351933&ssig=y3XrZG%2F9LU&KID=unistore,video",无,11/4/19 14:12,紫宝宝的Android,1151,85,177,,,,,,,,,,
IeEnbtaeG,桂林航空涉事机长被处终身停飞！↓↓  原图 ,,http://wx4.sinaimg.cn/large/005Y2yg1ly1g8lzb08ygwj30qo0y7tcq.jpg,无,无,11/4/19 14:51,紫宝宝的Android,2981,159,481,,,,,,,,,,
IeEQtgnGh,"【骄傲！帅出国门！刘传健的操作成空客公司规范】英雄机长刘传健的事迹，在国际航空界也引起轰动。""5·14川航航班备降成都事件""后，欧洲空客公司调整了飞行手册，按照他的操作设计为规范流程。刘传健说，""其实平凡就是关键时候能解决问题的那个人！"" 央视新闻的微博视频  ",,无,"http://locallimit.us.sinaimg.cn/004uqHwalx07yjSphU7u01041209cYWE0E040.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351932&ssig=8GHB7ZLt3J&KID=unistore,video",无,11/4/19 16:03,紫宝宝的Android,1536,244,147,,,,,,,,,,
IeFfW5v2T,【高校开殡葬专业： 现实版入殓师毕业1年月薪过万】今年9月，安徽城市管理职业学院首设现代殡葬技术与管理专业，该专业属大专，学制3年。校方表示，原本担心会很冷门，为吸引学生还免去前两年学费，没想到成功招到38名新生。据悉，该专业学生毕业1年后薪水就能过万！看看新闻KNEWS的微博视频  ,,无,"http://f.video.weibocdn.com/004gFx3Clx07yiwlMNpm01041200eTyv0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351931&ssig=ZyChfsOqPv&KID=unistore,video",无,11/4/19 17:06,紫宝宝的Android,1033,106,171,,,,,,,,,,
IeFIzpXRa,【学英文版线性代数是什么体验 清华学生：更通俗易懂】近日，清华大学将线性代数教材改为英文教材引发热议。刚参加完该课程期中考试的清华大一新生表示，刚开始学时会有语言上的障碍，适应了这本教材的体系之后觉得其实还可以，从内容上来说讲得通俗易懂，容易理解！梨视频文化的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/000wE2bjlx07yinictR601041200uOdd0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351931&ssig=n7%2BokeFaGv&KID=unistore,video",无,11/4/19 18:16,紫宝宝的Android,939,99,196,,,,,,,,,,
IeG2py1LQ,帅！他们是夜空中最亮的星。谢谢你守护香港，为这位港警点赞！孤烟暮蝉的微博视频  ,,无,"http://f.video.weibocdn.com/001UI5dilx07yjZYBAu4010412009TAb0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351930&ssig=KWS06yEY9T&KID=unistore,video",无,11/4/19 19:05,紫宝宝的Android,21824,2049,1497,,,,,,,,,,
IeGI0kGlo,【见到这4人快报警！公安最高悬赏20万追逃嫌疑人】@平安北京 4日发布通告，公安部近期发布A级、B级通缉令，对于提供有价值线索的举报人、协助缉捕有功单位或个人，公安机关将予以奖励，其中对于A级通缉令在逃人员奖励最高可达20万元人民币。举报电话：83996070、15711406935、13661271571。转！  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/005Y2yg1ly1g8mapi5sypj30qo112tbe.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8mapigcn4j30qo0j6q46.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8mapipqrbj30qo0mi3zx.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8mapiytlcj30qo0jtq4a.jpg",无,无,11/4/19 20:48,紫宝宝的Android,1266,269,250,,,,,,,,,,
IeH8gdhvf,"【熬夜变傻真有科学依据：睡眠时大脑会自我清洗】波士顿大学科学家首次拍下人类睡眠时大脑清洗过程：血液周期性流出→脑脊液趁机涌入→清除毒素（包括致阿尔茨海默症的β淀粉样蛋白），证实大脑衰老与睡眠期脑波活动有关。友情提示：睡好觉否则""洗脑""不够会变傻！老板联播的微博视频还不快睡？  ",,无,"http://f.video.weibocdn.com/0006mV0Xlx07yikLhSsw010412006Fr50E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622351928&ssig=UHE7zEFVx2&KID=unistore,video",无,11/4/19 21:52,紫宝宝的Android,1119,670,471,,,,,,,,,,
IeLfC40IB,【想锁住他的心，就得先锁住他的腿】全新上市团子锁，安全牢靠不怕丢！想要吗？！ iPanda熊猫频道的微博视频早安！  ,,无,"http://f.video.weibocdn.com/001zjcXqlx07y5q8xzkk01041200adDC0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622351926&ssig=QyeZTFQgYJ&KID=unistore,video",无,11/5/19 8:22,紫宝宝的Android,1505,312,361,,,,,,,,,,
IeLLW4Xxk,【美开始正式退出巴黎气候协定】4日，美国国务卿蓬佩奥发布声明称，美国已正式通知联合国将退出巴黎气候协定。声明称：“根据协议条款，美国向联合国发出了将退出的正式通知。退出将于通知发出一年后正式生效。”2017年，特朗普宣布退出《巴黎协定》，引发国际社会强烈不满！（央视）  原图 ,,http://wx4.sinaimg.cn/large/005Y2yg1ly1g8mx20ghixj30ed0c4gm6.jpg,无,无,11/5/19 9:41,紫宝宝的Android,1443,82,208,,,,,,,,,,
IeM4aj9ly,#第二届进博会#【习近平：中国老百姓有一句话，叫作“世界那么大，我想去看看”】中国有近14亿人口，中等收入群体规模全球最大，市场规模巨大、潜力巨大，前景不可限量。中国老百姓有一句话，叫作“世界那么大，我想去看看”。在这里我要说，中国市场这么大，欢迎大家都来看看。 人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/000alHRqlx07yliUMoPe010412009MsL0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351925&ssig=OP5gEo05hq&KID=unistore,video",无,11/5/19 10:26,紫宝宝的Android,1006,124,168,,,,,,,,,,
IeMg0CAQk,【祝贺！第49颗北斗导航卫星成功发射】今日1时43分，我国在西昌卫星发射中心用长征三号乙运载火箭，成功发射第49颗北斗导航卫星。这标志着北斗三号系统3颗倾斜地球同步轨道卫星全部发射完毕！加油，中国航天！央视新闻的微博视频  ,,无,"http://locallimit.us.sinaimg.cn/004c4ZOAlx07ykOWr0li010412009Q990E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351924&ssig=%2BqATgNnq1K&KID=unistore,video",无,11/5/19 10:55,紫宝宝的Android,1007,143,156,,,,,,,,,,
IeMAKBowo,【习近平会见林郑月娥】11月4日晚，国家主席习近平在上海会见了出席第二届中国国际进口博览会的香港特别行政区行政长官林郑月娥。　　在听取了林郑月娥关于香港近期局势的汇报之后，习近平表示，香港“修例风波”已持续了5个月，你带领特区政府恪尽职守，努力稳控局面、改善社会气氛，做了大量艰辛的工作。中央对你是高度信任的，对你和管治团队的工作是充分肯定的。止暴制乱、恢复秩序仍然是香港当前最重要的任务。依法制止和惩治暴力活动就是维护香港广大民众的福祉，要坚定不移。同时，要做好与社会各界对话和改善民生等工作。希望香港社会各界人士全面准确贯彻“一国两制”方针和基本法，齐心协力，共同维护香港的繁荣稳定。　　丁薛祥、杨洁篪、王毅、赵克志等参加了会见。央视新闻的秒拍视频                                 ,,无,"http://miaopai.video.weibocdn.com/002DqUWHlx07yl7h9NIQ01041200ekWg0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351923&ssig=KGWA4oBUm%2F&KID=unistore,video",无,11/5/19 11:46,紫宝宝的Android,2289,159,234,,,,,,,,,,
IeMX2Csub,【速扩！公安部通缉20名黑恶在逃人员】11月4日，公安部发布A级通缉令，公开通缉20名重大黑恶在逃人员。对提供有效线索，为抓捕工作发挥关键作用的人员，每抓获1名在逃人员给予5万奖励。20人名单↓↓如有任何线索，请积极向公安机关举报！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/005Y2yg1ly1g8myr56earj30nw0xiabs.jpg,http://ww1.sinaimg.cn/large/005Y2yg1ly1g8myr5j9jwj30ol0xwmz1.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8myr5zffpj30ov0rkq4d.jpg,http://ww1.sinaimg.cn/large/005Y2yg1ly1g8myr6glisj30pa0yj40p.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8myr6xlptj30p20wj40f.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1g8myr7cookj30p70rgwfw.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1g8myr7r243j30o80s5wg2.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1g8myr85vn1j30pk14lgnw.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8myr8jy8kj30ow19xacj.jpg",无,无,11/5/19 12:41,紫宝宝的Android,662,236,160,,,,,,,,,,
IeNzlcLM2,【酒驾男子到交警队取暖 交警：这是自投罗网？】近日，内蒙古一辆摩托车突然驶入交巡中队院。男子金某称骑车太冷，想进屋暖和暖和。民警发现金某满身酒气，经检测，他血液中酒精含量50mg/100ml，涉嫌酒驾。金某被处以罚款1000元，暂扣驾驶证6个月！荔直播的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/001Z0cdTlx07yf3OtiaI010412006E110E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622351914&ssig=3Evbx5Tvur&KID=unistore,video",无,11/5/19 14:16,紫宝宝的Android,584,38,76,,,,,,,,,,
IeO0e6Hlp,【谨慎观看！特战队员吃战友呕吐的菜叶】翻滚后眩晕不止的战士趴在地上呕吐，“狼头”教官却指着他的呕吐物对其他战士说：“把它吃下去！”特战训练超级艰苦，只因为真实的战场更加残酷！致敬中国军人！央视军事的微博视频  ,,无,无,无,11/5/19 15:22,紫宝宝的Android,2973,136,554,,,,,,,,,,
IeOic5DRB,【金句来了！习近平谈开放合作】①世界经济发展面临的难题，没有哪一个国家能独自解决；②我们应该坚持“拉手”而不是“松手”，坚持“拆墙”而不是“筑墙”；③中国市场这么大，欢迎大家都来看看！图/央视  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/005Y2yg1ly1g8n28uz43oj30u01hctgc.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8n28vkn47j30u01hc459.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8n28w4jtcj30u01hc45z.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8n28wq9lgj30u01hcqas.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8n28xail3j30u01hc7al.jpg,http://ww1.sinaimg.cn/large/005Y2yg1ly1g8n28y0rmcj30u01hcqap.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8n28ynj7fj30u01hcgre.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8n28zdv0sj30u01hcn4m.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8n28zxuz4j30u01hc7c0.jpg",无,无,11/5/19 16:06,紫宝宝的Android,838,308,130,,,,,,,,,,
IeOxP0DGC,【你一定要知道！这些都是中国人自主研发的救命药】近日，甘露特钠胶囊正式获得国家药监局批准，意味着这一治疗阿尔茨海默病新药将投产。治疗肿瘤、冠心病、心绞痛、系统性红斑狼疮…近年来，我国自主研发的一批创新药物，给众多患者带来新的希望。戳图↓↓转存！图/人民日报  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/005Y2yg1ly1g8ls09yf6tj30go0t640o.jpg,http://ww1.sinaimg.cn/large/005Y2yg1ly1g8ls0b0x80j30go0t6q51.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8ls0c8nk6j30go0t60v3.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1g8ls0cwky5j30go0njmyj.jpg,http://ww1.sinaimg.cn/large/005Y2yg1ly1g8ls0drnx2j30go0t6jto.jpg,http://ww3.sinaimg.cn/large/005Y2yg1ly1g8ls0ekazcj30go0t675w.jpg,http://ww2.sinaimg.cn/large/005Y2yg1ly1g8ls0fe3lej30go0t6gnl.jpg,http://ww1.sinaimg.cn/large/005Y2yg1ly1g8ls0g2uwsj30go0r6myt.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1g8ls0gsdhoj30go0t6dhi.jpg",无,无,11/5/19 16:45,紫宝宝的Android,1381,519,209,,,,,,,,,,
